timestamp,cx,cy,area_pixels_512
20231130_0015,443.12654320987656,365.4382716049383,324
20231130_0045,399.3298969072165,369.7938144329897,291
20231130_0115,317.454802259887,354.3305084745763,354
20231130_0145,316.343085106383,354.47872340425533,376
20231130_0215,316.09638554216866,353.9879518072289,415
20231130_0245,316.8010075566751,353.9294710327456,397
20231130_0315,316.70588235294116,353.4015345268542,391
20231130_0345,319.06209850107064,352.4475374732334,467
20231130_0415,318.8406862745098,351.49754901960785,408
20231130_0445,320.5813953488372,350.9651162790698,430
20231130_0515,391.53846153846155,359.6173570019724,507
20231130_0545,389.6394230769231,357.4182692307692,416
20231130_0615,389.19600725952813,356.7295825771325,551
20231130_0645,387.1002044989775,354.16564417177915,489
20231130_0715,385.90625,352.7204861111111,576
20231130_0745,460.8787061994609,439.0700808625337,742
20231130_0815,460.4378048780488,440.42439024390245,820
20231130_0945,462.84712482468444,456.64095371669003,713
20231130_1015,459.5294556301268,445.84638329604775,1341
20231130_1045,459.12045616535994,445.6414825374198,1403
20231130_1115,461.2674418604651,461.57751937984494,774
20231130_1145,461.8198198198198,463.8498498498499,666
20231130_1215,456.68722466960355,419.01762114537445,454
20231130_1245,464.46960167714883,466.9643605870021,477
20231130_1315,463.3274021352313,467.6743772241993,562
20231130_1345,456.1423149905123,418.0132827324478,527
20231130_1415,464.3420523138833,467.8470824949698,497
20231130_1445,464.87567567567567,468.27387387387387,555
20231130_1515,462.5091911764706,417.4375,544
20231130_1545,461.3027950310559,415.89596273291926,644
20231130_1615,351.85305343511453,335.2003816793893,1048
20231130_1645,464.6620046620047,417.6048951048951,858
20231130_1715,349.7249488752556,335.02965235173826,978
20231130_1745,469.3352380952381,417.9952380952381,1050
20231130_1815,337.09906213364593,337.1354044548652,1706
20231130_1845,342.3735135135135,337.65135135135137,1850
20231130_1915,342.2856412876852,338.0378129790496,1957
20231130_1945,343.00592255125287,338.09248291571754,2195
20231130_2015,343.11556503198295,337.82132196162047,2345
20231130_2045,345.0639717425432,337.7021193092622,2548
20231130_2115,343.4755517092168,338.7922977066205,2311
20231130_2145,332.4339622641509,341.688679245283,2014
20231130_2215,339.2104353835522,343.124395300622,2894
20231130_2245,333.685247921158,349.8894364028334,3247
20231130_2315,334.4782196969697,351.05808080808083,3168
20231130_2345,334.9290012033694,350.59687123947054,3324
20231201_0015,340.8772808586762,346.1592128801431,2795
20231201_0045,328.5317505720824,354.9187643020595,3496
20231201_0115,329.52177531206655,354.58613037447986,3605
20231201_0145,326.44221364221363,356.51866151866153,3885
20231201_0215,325.45661214305517,357.41530357637924,3607
20231201_0245,329.830751900873,355.3480709659251,3551
20231201_0315,319.3393103448276,374.2537931034483,2175
20231201_0345,320.77735849056603,374.27688679245284,2120
20231201_0415,480.7389451251998,391.64784230154504,1877
20231201_0445,478.4495798319328,391.75367647058823,1904
20231201_0515,322.4676862358165,374.09570794277255,2027
20231201_0545,478.1393665158371,391.68190045248866,2210
20231201_0615,474.92498805542283,388.6989966555184,2093
20231201_0645,473.4332386363636,387.8167613636364,2112
20231201_0715,471.4987518721917,385.9360958562157,2003
20231201_0745,470.5948693126815,385.85866408518876,2066
20231201_0815,473.05647155812034,389.5791426215993,2426
20231201_0845,471.3660869565217,388.7995652173913,2300
20231201_0915,464.69457831325303,380.1319277108434,1660
20231201_0945,462.03469640644363,377.97149938042133,1614
20231201_1015,312.80747663551404,341.4018691588785,1070
20231201_1115,457.21008403361344,378.96158463385353,833
20231201_1145,456.50359712230215,379.2601918465228,834
20231201_1215,454.84255319148934,378.7560283687943,705
20231201_1245,453.18454935622316,379.57510729613733,699
20231201_1315,325.6526019690577,338.65682137834034,711
20231201_1345,325.5904,337.1296,625
20231201_1415,289.8995433789954,338.2572298325723,657
20231201_1445,288.6623376623377,338.174025974026,770
20231201_1515,326.78125,337.7853260869565,736
20231201_1545,287.61055634807417,336.63480741797434,701
20231201_1615,288.2795275590551,337.00656167979,762
20231201_1645,287.5597633136095,335.93491124260356,845
20231201_1715,334.6221985058698,343.30202774813233,937
20231201_1745,334.7753058954394,340.4104560622914,899
20231201_1815,299.4488188976378,382.1466535433071,1016
20231201_1845,316.1045346062053,361.05775656324585,2095
20231201_1915,323.4640614096301,367.9916259595255,2866
20231201_1945,317.5923172242875,360.9529120198265,2421
20231201_2015,319.7193270414444,357.91423881821913,2437
20231201_2045,319.9061426936284,358.838229683327,2621
20231201_2115,321.05366795366797,357.0733590733591,2590
20231201_2145,322.88623395149784,355.64051355206846,2804
20231201_2215,322.0444579780755,371.59135200974424,1642
20231201_2245,322.30630136986304,370.5638356164384,1825
20231201_2315,321.2772083943387,370.0561249389946,2049
20231201_2345,322.4594594594595,367.40113798008537,2109
20231202_0015,324.13385826771656,366.0727188513201,2159
20231202_0045,322.74988692899143,365.7896879240163,2211
20231202_0115,319.09087102177557,368.1360971524288,2388
20231202_0145,319.0467365028203,367.11764705882354,2482
20231202_0215,316.7410782080486,361.7274107820805,2634
20231202_0245,318.06361122086133,362.3461082576057,2531
20231202_0315,314.55286521388217,360.9192897497982,2478
20231202_0345,315.4459869848156,362.5622559652928,2305
20231202_0415,314.19261822376006,345.45098039215685,1734
20231202_0445,316.2240566037736,344.5347877358491,1696
20231202_0515,492.6338383838384,358.5183080808081,1584
20231202_0545,493.22007978723406,358.3351063829787,1504
20231202_0615,494.228439763002,359.54904542462145,1519
20231202_0645,493.39052890528905,359.5959409594096,1626
20231202_0715,492.80781550288276,359.1095451633568,1561
20231202_0745,492.27524115755625,357.5704180064309,1555
20231202_0815,496.14234104046244,356.8699421965318,1384
20231202_0845,495.2127965492451,356.99496764917325,1391
20231202_0915,494.4099472494348,355.4717407686511,1327
20231202_0945,494.0068233510235,354.2236542835481,1319
20231202_1015,493.8706697459584,354.42494226327943,1299
20231202_1045,495.5058626465662,352.16582914572865,1194
20231202_1115,494.75805119735753,351.2774566473988,1211
20231202_1145,494.4707423580786,349.1703056768559,1145
20231202_1215,495.0350569675723,348.7248028045574,1141
20231202_1245,310.5013054830287,313.4569190600522,1149
20231202_1315,310.15056570931245,312.75543951261966,1149
20231202_1345,310.2125317527519,311.653683319221,1181
20231202_1415,313.2047377326565,310.08460236886634,1182
20231202_1445,313.1968085106383,309.9794832826748,1316
20231202_1515,311.7676685621446,310.7043054427295,1231
20231202_1545,309.5429029671211,311.13392141138735,1247
20231202_1615,310.1714087439278,309.8875780707842,1441
20231202_1645,309.78985507246375,310.9361001317523,1518
20231202_1715,309.55186440677966,311.76,1475
20231202_1745,254.96287502698036,108.09506978919347,111192
20231202_1749,254.9310689670706,107.90346412000541,110995
20231202_1754,254.88408564762685,107.92127048183546,111013
20231202_1758,254.94050567920806,107.92730973977427,111019
20231202_1802,254.9398432573642,107.91844878839744,111010
20231202_1807,254.9319322204906,107.91541974830416,111007
20231202_1815,254.8961674294569,107.90514072579192,110996
20231202_1819,254.87110378200103,107.8829805448172,110973
20231202_1824,254.88342253698798,107.8917932637725,110982
20231202_1828,254.88947781881225,107.66107434061419,110747
20231202_1832,254.82503671535017,107.89856652461054,110989
20231202_1837,254.88529361410718,107.88872669604159,110979
20231202_1845,254.89640102364476,107.88549776528258,110976
20231202_1849,254.9215544965633,107.91578008594053,111007
20231202_1854,254.90492621488676,107.90688120506675,110998
20231202_1858,254.92285310200074,107.91758325901503,111009
20231202_1902,254.90019731685123,107.89819711863338,110989
20231202_1907,254.93945319540063,107.88137548210359,110972
20231202_1915,254.92191907993762,107.8590072916385,110949
20231202_1919,254.91200511891566,107.8706392336046,110961
20231202_1924,254.9347904461469,107.860360522758,110950
20231202_1928,254.94348703897322,107.85806864477053,110948
20231202_1932,254.95196294026462,107.86600093730848,110956
20231202_1937,254.91314420675917,107.84182960579099,110931
20231202_1945,254.9607031313286,108.00896465441977,111103
20231202_1949,254.93656817321386,107.84831166958121,110938
20231202_1954,254.88446071447893,107.81747606080825,110906
20231202_1958,254.93701949910877,107.98860301398966,111082
20231202_2002,254.9338600980251,107.90027209168228,110992
20231202_2007,254.94540708402718,108.00131419055764,111095
20231202_2015,254.9326038993201,107.95218154802107,111045
20231202_2019,254.93788103921833,107.95204646764824,111045
20231202_2024,254.9355483702456,107.93618784281584,111029
20231202_2028,254.92626686602657,107.92958152438256,111022
20231202_2032,254.9468312772003,108.11426824443406,111212
20231202_2037,254.9244414475163,108.12743537873679,111225
20231202_2045,254.9416334715091,108.113208225805,111211
20231202_2049,254.95518255131304,108.13090111391813,111229
20231202_2054,254.95337819650067,108.3476357110812,111450
20231202_2058,254.94103211772003,108.14899278182783,111247
20231202_2102,254.9462736743701,108.15092270492319,111249
20231202_2107,254.9456154046318,108.34489039633189,111447
20231202_2115,254.9569235462482,108.35065004979677,111453
20231202_2119,254.93709707873654,108.12151700698621,111219
20231202_2124,254.99451929459465,108.3786440860408,111482
20231202_2128,254.94945398095888,108.34076613156502,111443
20231202_2132,254.96580690323623,108.32380234415666,111426
20231202_2137,254.9382199892338,108.35755427956218,111460
20231202_2145,254.96454015253477,108.34748317631225,111450
20231202_2149,254.96586004863036,108.35033601607853,111453
20231202_2154,254.9782121000018,108.33539726125738,111438
20231202_2158,254.9700455867045,108.33349186977279,111436
20231202_2202,254.9906230090719,108.34018287375609,111443
20231202_2207,254.99063173007897,108.33732053122756,111440
20231202_2215,254.94077743081726,108.34193855209791,111444
20231202_2219,255.03457621034684,108.33251671377933,111435
20231202_2224,255.02632995907817,108.32958216670256,111432
20231202_2228,254.9613451562528,108.319847067904,111422
20231202_2232,255.02926264593185,108.33641723274617,111439
20231202_2237,255.0358479222562,108.34038925728848,111443
20231202_2245,255.05499632820477,108.55385001164228,111662
20231202_2249,255.01537813921829,108.54434313760613,111652
20231202_2254,255.02378687818535,108.34545258775393,111448
20231202_2258,255.05916920868472,108.35710568813924,111460
20231202_2302,255.06402239348293,108.35802657431748,111461
20231202_2307,254.97205225286655,108.35547919395647,111458
20231202_2315,255.04682004163377,108.34535388701457,111448
20231202_2319,255.01973524792461,108.3229257347992,111425
20231202_2324,255.03524766690595,108.33742821249102,111440
20231202_2328,255.03767879255577,108.33936935805173,111442
20231202_2332,255.04041382899496,108.34420845783197,111447
20231202_2337,255.0348290463818,108.13062240962338,111229
20231202_2345,255.0451596694452,108.34622114150868,111449
20231202_2349,255.04269179004038,108.34723194257515,111450
20231203_0002,255.054706601467,108.14957572270963,111248
20231203_0007,255.0253422322694,108.37119866515958,111474
20231203_0015,255.03235637867482,108.13157421558932,111230
20231203_0019,255.06764288154181,108.14760081261349,111246
20231203_0024,255.0813573033708,108.15116404494383,111250
20231203_0028,255.06077874451714,108.15688142661969,111256
20231203_0032,255.00685441544576,108.35855590744745,111461
20231203_0037,255.0225443845374,108.36608384393867,111469
20231203_0045,255.04541458075397,108.3587500672875,111462
20231203_0049,255.0160840795483,108.12970654871076,111228
20231203_0054,254.9996217749561,107.95157818902247,111045
20231203_0058,255.02370294466616,108.15294107072232,111252
20231203_0102,255.02142009280243,108.10666882486241,111204
20231203_0107,255.02307809873147,108.13257095593855,111231
20231203_0115,255.02578301988564,108.1375364090762,111236
20231203_0119,255.01396243717804,108.12946496803833,111227
20231203_0124,255.02946200596972,108.13022800014384,111228
20231203_0128,255.007166557265,108.11297443598205,111211
20231203_0132,255.00174449450125,108.10911183648511,111207
20231203_0137,255.00507915923706,107.94843392590191,111042
20231203_0145,255.0484678261496,107.98933239710489,111084
20231203_0149,255.0149500467189,108.2039459498311,111304
20231203_0154,255.02600185470294,107.97496151041244,111069
20231203_0158,255.03498694516972,107.97568200234086,111070
20231203_0202,255.02511212374506,108.16190758666559,111261
20231203_0207,255.04915480026642,108.0033033898,111098
20231203_0215,255.10092023712073,108.07022767547923,111167
20231203_0219,255.05110825829735,108.2895566069072,111391
20231203_0224,255.0603789541872,108.05208370820887,111148
20231203_0228,255.0891147894926,108.0634850665707,111160
20231203_0232,255.0417832561069,108.049062036079,111145
20231203_0237,255.02500493813858,108.27716425146798,111378
20231203_0245,255.03644591591618,108.05483531412223,111151
20231203_0249,255.0281616641474,108.048027783776,111144
20231203_0254,255.02988942173596,108.04707448962148,111143
20231203_0258,255.02263751256643,108.30683613385035,111408
20231203_0302,255.05581733487708,108.31524812192035,111417
20231203_0307,255.07895873061562,108.07503687978988,111172
20231203_0315,255.07828269199632,108.07672657275982,111174
20231203_0319,255.03251514471617,108.32308727843841,111425
20231203_0324,255.09965626486454,108.32058013157068,111423
20231203_0328,255.07517724131742,108.3277573364444,111430
20231203_0332,255.07577579553816,108.33149667067502,111434
20231203_0337,255.06714589559272,108.32663848728787,111429
20231203_0345,255.145148536204,108.18686088097334,111286
20231203_0349,255.09401586674804,108.32532218113938,111428
20231203_0354,255.06681384558777,108.32653079539438,111429
20231203_0358,255.13054386532858,108.10601237365563,111204
20231203_0402,255.10470150728491,108.22715268670392,111326
20231203_0407,255.12728563979934,108.13940380085941,111238
20231203_0415,255.1318005326542,108.41216137449895,111517
20231203_0419,255.13225997629397,108.26353220071118,111364
20231203_0424,255.1411485831268,108.27145063391157,111372
20231203_0428,255.15393731538924,108.28209870447016,111383
20231203_0432,255.1159936194948,107.8719122590413,110963
20231203_0437,255.03376195660977,108.03543565701739,111131
20231203_0445,255.13082147043298,108.6521657435824,111763
20231203_0449,255.09684116331096,108.64016107382551,111750
20231203_0454,255.10205962350582,108.65718273566674,111768
20231203_0502,255.15342298836157,108.5057744169586,111613
20231203_0507,255.19311911426706,108.70463346360572,111817
20231203_0515,255.16705130957493,108.68015600400744,111792
20231203_0519,255.1767720584947,108.69281338043916,111805
20231203_0524,255.1881622834864,108.71622745441701,111829
20231203_0528,255.16941073360937,108.70457086131805,111817
20231203_0532,255.14112986165142,108.70632897808065,111819
20231203_0537,255.14862843786102,108.55220712692883,111661
20231203_0545,255.179595308443,108.58073238427791,111690
20231203_0549,255.19518855423843,108.58245890484547,111692
20231203_0554,255.18311622126654,108.7337076542062,111847
20231203_0558,255.1613417243324,108.59753641222126,111707
20231203_0602,255.17553281953508,108.60729342893204,111717
20231203_0607,255.17117841508085,108.81542035200572,111930
20231203_0615,255.14649584586735,108.5869055292938,111696
20231203_0619,255.16771098141717,108.60634107916502,111716
20231203_0624,255.19790632129914,108.65390775287433,111765
20231203_0628,255.1899359364375,108.65305465087148,111764
20231203_0632,255.1892012813859,108.64315371261878,111754
20231203_0637,255.17601985947806,108.47774770576427,111584
20231203_0645,255.15179825856623,108.63694774803798,111747
20231203_0649,255.15622259213518,108.62770946320857,111738
20231203_0654,255.11819882391902,108.61723665720909,111727
20231203_0658,255.1259879167599,108.61568136048334,111725
20231203_0702,255.1473770887968,108.6170218478971,111727
20231203_0707,255.12014071017464,108.60960087362042,111719
20231203_0715,255.189338153056,108.6520941635425,111763
20231203_0719,255.12078116189778,108.62091988794515,111731
20231203_0724,255.15670112319327,108.62495189510896,111735
20231203_0728,255.13775551281478,108.67349823321555,111785
20231203_0732,255.21508184989713,108.67812863404598,111790
20231203_0737,255.2012504360426,108.68887577034195,111801
20231203_0745,255.10703421372844,108.65679801016391,111768
20231203_0749,255.14981528029983,108.67935701442872,111791
20231203_0754,255.15721773977137,108.68233536683543,111794
20231203_0758,255.17491011215856,108.69397885623312,111806
20231203_0802,255.1657782229934,108.6942203459564,111806
20231203_0807,255.21536260395243,108.71732093355986,111830
20231203_0815,255.1910683294269,108.67051045785547,111782
20231203_0819,255.15635622025832,108.68419263658807,111796
20231203_0824,255.12724104030744,108.77695951380821,111890
20231203_0828,255.1440814283927,108.78835945738236,111902
20231203_0832,255.13224322030112,108.80165304025377,111915
20231203_0837,255.12008362967066,108.80846482371652,111922
20231203_0845,255.1438699064886,108.74525737989237,111858
20231203_0849,255.12584568910816,108.77758711603256,111891
20231203_0854,255.13327135220183,108.74911051116554,111862
20231203_0858,255.1342127415686,108.55742123833575,111666
20231203_0902,255.12125083761447,108.81148090238999,111925
20231203_0907,255.08477186447962,108.58001754888619,111688
20231203_0915,255.11559741445683,108.589365968952,111698
20231203_0919,255.09883184890123,108.60626594459114,111715
20231203_0924,255.14850609619936,108.8405073467018,111955
20231203_0928,255.1404568151569,108.83452286308945,111949
20231203_0932,255.10779900666697,108.63542887824958,111745
20231203_0937,255.10496594804056,108.6315049981654,111741
20231203_0945,255.1314779184751,108.63522305248557,111745
20231203_0949,255.13859977268456,108.6294400343658,111739
20231203_0954,255.13665678147777,108.83751071887951,111952
20231203_0958,255.09435752389817,108.61511403100498,111724
20231203_1002,255.1060983031431,108.62656619173767,111736
20231203_1007,255.12491497511903,108.6227759281137,111732
20231203_1015,255.11207274614924,108.62194914571604,111731
20231203_1019,255.10574509330974,108.825235172728,111939
20231203_1024,255.0860294774453,108.83598928092898,111950
20231203_1028,255.10766069593961,108.82129807477554,111935
20231203_1032,255.113247060087,108.62904293973402,111738
20231203_1037,255.0585345336746,108.63686395933635,111746
20231203_1045,255.05780486495195,108.62874760600691,111738
20231203_1049,255.08654913191336,108.63089314480042,111740
20231203_1054,255.0615092684586,108.61436767720166,111723
20231203_1058,255.06353880440716,108.61815854717302,111727
20231203_1102,255.08188843664269,108.43767370138602,111542
20231203_1107,255.0612281488122,108.4456207978485,111550
20231203_1115,255.05613232920925,108.43587950511028,111540
20231203_1119,255.05876297887576,108.61146616541353,111720
20231203_1124,255.0570914591034,108.62396069200683,111733
20231203_1128,255.04552940123511,108.62121184999552,111730
20231203_1132,255.06979699974937,108.61523933980165,111724
20231203_1137,255.06016396964057,108.61935235572103,111728
20231203_1145,255.0540308364131,108.6420971624415,111751
20231203_1149,255.05862139936107,108.64185555386528,111751
20231203_1154,255.05669798657718,108.64061744966443,111750
20231203_1158,255.07425104692365,108.64641719460252,111756
20231203_1202,255.0700315513965,108.4590280018644,111564
20231203_1207,255.02085925819821,108.59321760772062,111701
20231203_1215,255.03962789531647,108.58168664774507,111689
20231203_1219,255.08775307359616,108.56844292020739,111677
20231203_1224,255.04154595438197,108.3878609035707,111491
20231203_1228,255.0534081853752,108.57970041276066,111687
20231203_1232,255.04688705135334,108.39853993650338,111502
20231203_1237,255.07909553866017,108.43175297661742,111536
20231203_1245,255.04661446420724,108.38582281660074,111489
20231203_1249,255.04202984325119,108.41282865239069,111516
20231203_1254,255.05149175432462,108.4096024678737,111513
20231203_1258,255.03804040784482,108.40952175979483,111513
20231203_1302,255.03764058043802,108.39875517927929,111502
20231203_1307,255.02005371530888,108.59289167412713,111700
20231203_1315,255.02474165875674,108.56712395006895,111674
20231203_1319,254.99561155534016,108.32696156296835,111429
20231203_1324,254.99309001821723,108.33120350345051,111433
20231203_1328,255.0054821806697,108.34979183863905,111452
20231203_1332,254.99336019165716,108.34708252205044,111449
20231203_1337,255.01115418438954,108.33653690841544,111438
20231203_1345,255.00044866387896,108.34032949875271,111442
20231203_1349,255.0288711790785,108.32452928400912,111426
20231203_1354,255.02407952343358,108.36227840378956,111464
20231203_1358,255.0047285778376,108.34837146702557,111450
20231203_1402,255.01044559511226,108.51980721337323,111626
20231203_1407,254.99176729852726,108.52168810692658,111628
20231203_1415,254.98885938789422,108.38170499802662,111484
20231203_1419,254.9344112181415,108.2906518479949,111391
20231203_1424,254.95481876428155,108.48934988126709,111595
20231203_1428,254.98168721330276,108.50980146215596,111616
20231203_1432,254.99301069005995,108.49331087196121,111599
20231203_1437,255.01108102777428,108.43742267486687,111542
20231203_1445,255.02416346878027,108.42761718609906,111532
20231203_1449,254.97105593402654,108.45486733596272,111560
20231203_1454,255.02715544677838,108.43841388522812,111543
20231203_1458,254.97157868311575,108.4317440109023,111536
20231203_1502,255.0074064775295,108.41999928266561,111524
20231203_1507,254.95596487930618,108.62111895747746,111729
20231203_1515,254.95575126002188,108.4032339066956,111506
20231203_1519,254.97635832032861,108.3954241331683,111498
20231203_1524,254.981114512289,108.61877271181282,111726
20231203_1528,254.9689032904866,108.60876687314261,111716
20231203_1532,254.93018302232963,108.62735042735042,111735
20231203_1537,254.92270721643948,108.62363175841978,111731
20231203_1545,254.98178790157945,108.57765660255721,111684
20231203_1549,255.00275316569216,108.40547763389173,111508
20231203_1554,254.95807446435475,108.1245628073835,111221
20231203_1558,254.9723548201852,108.34631397602469,111448
20231203_1602,255.01820886427586,108.4886553040486,111594
20231203_1607,254.99806125013464,108.31085520410728,111412
20231203_1615,254.97895407590892,108.32203405042047,111423
20231203_1619,254.9856324933592,108.33110776078685,111432
20231203_1624,254.99694831888272,108.31311145816504,111414
20231203_1628,254.97032182773015,108.29438484671664,111395
20231203_1632,254.95817736245388,108.29827018195854,111399
20231203_1637,254.9360838809293,108.29523501741535,111396
20231203_1645,254.95807937092127,108.29999730702598,111401
20231203_1649,254.90936105649672,108.28664027220411,111387
20231203_1654,254.9383680321761,108.28635298553691,111387
20231203_1658,254.90451056954356,108.30488757237107,111405
20231203_1702,254.9270304967277,108.28860120837784,111389
20231203_1707,254.90299639929242,108.26756579597188,111367
20231203_1715,254.94149836195413,108.01399539187098,111108
20231203_1719,254.94866625868463,108.02181504013824,111116
20231203_1724,254.93155147588192,108.02554895608351,111120
20231203_1728,254.93800635924336,108.23531895018593,111334
20231203_1732,254.94645910195266,108.03530999730046,111130
20231203_1737,254.9005168191313,107.97078261182742,111064
20231203_1745,254.93560657152878,108.11004702941362,111207
20231203_1749,254.94925587878242,108.10776493862686,111205
20231203_1754,254.90541599488395,107.93086117291011,111023
20231203_1758,254.8911418173957,107.92414606903509,111016
20231203_1802,254.86428359136474,107.94060324408059,111033
20231203_1807,254.87507431762904,107.91834969822538,111010
20231203_1815,254.89940364658403,107.91689788123378,111008
20231203_1819,254.86764626389666,107.90729562694824,110998
20231203_1824,254.86408466561585,107.93345642873227,111025
20231203_1828,254.85429634367145,107.92166683181249,111013
20231203_1832,254.83610633180496,107.91985478916504,111011
20231203_1837,254.87288120327838,107.93799873907953,111030
20231203_1845,254.89654397151003,108.10038939899458,111197
20231203_1849,254.89098315692922,108.10586045340503,111203
20231203_1854,254.924242015416,108.08655999568279,111183
20231203_1858,254.87141943215505,107.89051279047764,110981
20231203_1902,254.87516555993045,107.89637525115555,110987
20231203_1907,254.9196186391039,107.88018491317551,110971
20231203_1915,254.94980382275656,108.02912962096397,111124
20231203_1919,254.90241770520757,107.88245789516368,110973
20231203_1924,254.88003388975017,107.85811371092764,110948
20231203_1928,254.99040866639075,108.04641809576938,111142
20231203_1932,254.99663502631697,108.04965585496424,111145
20231203_1937,254.98108589630536,108.03873702017384,111134
20231203_1945,254.99708454810497,108.03690206241227,111132
20231203_1949,255.00494853523358,108.04842366659469,111144
20231203_1954,254.99501475775682,108.03291699661652,111128
20231203_1958,254.9472987812562,108.00423049919891,111098
20231203_2002,254.95765428319316,107.96863913849921,111062
20231203_2007,254.95389946447054,108.01112461185365,111105
20231203_2015,254.93862451958992,108.00929767873055,111103
20231203_2019,254.96030782785374,108.13284066492255,111231
20231203_2024,254.9333069570456,108.11372076503224,111211
20231203_2028,254.9434438040346,107.94714517291067,111040
20231203_2032,254.93157889996667,107.9406933073951,111033
20231203_2037,254.94033595309605,108.10854630145856,111206
20231203_2045,254.9208794173186,108.11254383598597,111210
20231203_2049,254.92291022228616,108.11068448313071,111208
20231203_2054,254.92711192436718,108.38299876217641,111486
20231203_2058,254.9443730163725,108.12590021847998,111223
20231203_2102,254.92506608642486,108.12102357532054,111218
20231203_2107,254.92580471138285,108.12289156626505,111220
20231203_2115,254.93198969840003,108.3374222668904,111439
20231203_2119,254.94220531635554,108.10664184741556,111204
20231203_2124,254.9319425751458,108.34767160161508,111450
20231203_2128,254.92385609187153,108.35768885698906,111460
20231203_2132,254.9146056929538,108.33409311174127,111436
20231203_2137,254.88395301043715,108.3276525859516,111429
20231203_2145,254.89157610402663,108.33132913948292,111433
20231203_2149,254.8791248238789,108.32767053460051,111429
20231203_2154,254.92581376387633,108.5046993575902,111611
20231203_2158,254.86678933668432,108.30895790324028,111410
20231203_2202,254.9318041306393,108.49891133909772,111605
20231203_2207,254.88673859576684,108.30477712151949,111406
20231203_2215,254.8683988511937,108.31871297792138,111420
20231203_2219,254.85516090241757,108.3322594540266,111434
20231203_2224,254.89866860585167,108.28639787407866,111387
20231203_2228,254.93949647713504,108.31339586231657,111415
20231203_2232,254.98493128594723,108.51496120836394,111622
20231203_2237,254.9712488446594,108.33685693518427,111439
20231203_2245,254.9757425919954,108.52880791142643,111636
20231203_2249,254.9795208689963,108.47164738252508,111577
