timestamp,cx,cy,area_pixels_512
20231203_2254,254.97405406375645,108.3222106547961,111424
20231203_2258,254.91255991813432,108.30064092206604,111402
20231203_2302,254.87964957633204,108.3071682464455,111408
20231203_2307,254.94869589370032,108.50306874893602,111609
20231203_2315,254.88220141986557,108.31775549951085,111419
20231203_2319,254.9292477808593,108.31502373964476,111417
20231203_2324,254.90872698877152,108.31208207300764,111413
20231203_2328,254.96467747437208,108.30056911006984,111402
20231203_2332,254.9505714003573,108.2920201448924,111393
20231203_2337,255.00980840848925,108.33283079822318,111435
20231203_2345,255.02388579324702,108.34456737283193,111447
20231203_2349,255.02591366299677,108.34438791533195,111447
20231204_0002,255.04606422381244,108.13789600489051,111236
20231204_0007,255.03530649308615,108.12765000988978,111226
20231204_0015,255.05098827350457,108.35378666212081,111457
20231204_0019,255.02077800904328,108.36113005095815,111464
20231204_0024,255.02922798910356,108.13104496129607,111229
20231204_0028,255.03534826854616,108.13752741918084,111236
20231204_0032,255.03277627450805,108.14055322324005,111239
20231204_0037,255.0286088508913,108.36564425983906,111469
20231204_0045,255.02173522220625,108.1489914425428,111248
20231204_0049,255.02479257121797,108.1446383143209,111243
20231204_0054,255.0050878233824,108.14714236916383,111246
20231204_0058,254.9987324475449,108.13931390352218,111238
20231204_0102,254.99557665336067,108.12948178516201,111228
20231204_0107,255.01649630968114,108.1385240522488,111237
20231204_0115,255.0272233610242,108.12979645413026,111228
20231204_0119,255.01745048503537,108.13089212345702,111229
20231204_0124,255.00512525401479,108.11679284982107,111214
20231204_0128,254.97848135471085,107.92734642406774,111020
20231204_0132,254.97259140693848,108.10826753952125,111206
20231204_0137,254.98279800014387,108.11025285950652,111208
20231204_0145,254.9656809415488,108.12268366585447,111221
20231204_0149,254.9950194987076,107.93966658560969,111033
20231204_0154,255.0278192916434,107.97975223724724,111074
20231204_0158,255.02483029331796,107.98005833948538,111074
20231204_0202,255.04058871185526,107.9954901431272,111090
20231204_0207,255.0188821888219,108.0151381513815,111110
20231204_0215,254.99295856872132,108.24141151956601,111341
20231204_0219,255.02447894684855,108.26066576269969,111361
20231204_0224,255.02227689434412,108.27060006644459,111371
20231204_0228,255.03028312835693,108.05525816231973,111151
20231204_0232,255.0363109643638,108.05498825921494,111151
20231204_0237,255.0206698392745,108.26956990212804,111370
20231204_0245,255.0838019488407,108.04707448962148,111143
20231204_0249,255.0577156143674,108.29011320483701,111391
20231204_0254,255.05343997989155,108.29493877697584,111396
20231204_0258,255.0494287022161,108.31105885309614,111413
20231204_0302,255.06281766415083,108.06624506355531,111163
20231204_0307,255.09533468559837,108.31578380513022,111418
20231204_0315,255.06737104795417,108.29657624014794,111398
20231204_0319,255.1078604697077,108.32828387073616,111431
20231204_0324,255.07130292750347,108.32366772566546,111426
20231204_0328,255.08541171191385,108.32257572358088,111425
20231204_0332,255.1021593193567,108.32149267662263,111424
20231204_0337,255.11006492922536,108.10037051026097,111198
20231204_0345,255.10382243921703,108.3186024178566,111421
20231204_0349,255.11847040034453,108.35080840526136,111454
20231204_0354,255.08823397438775,108.32822105159246,111431
20231204_0358,255.11737472522543,108.35182809205509,111455
20231204_0402,255.1078522851657,108.35471657485331,111458
20231204_0407,255.11984145488458,108.40985885180336,111514
20231204_0415,255.13452138584202,108.39470309150755,111499
20231204_0419,255.10949160447763,108.38431938863376,111488
20231204_0424,255.13421368762664,108.44072400623958,111546
20231204_0428,255.0896508504924,108.59083258728738,111700
20231204_0432,255.0694598561048,108.63772953430934,111748
20231204_0437,255.11649364596386,108.6298371218901,111740
20231204_0445,255.07930682611575,108.6080846416871,111718
20231204_0449,255.06762355594134,108.64044169627117,111751
20231204_0454,255.09560508413892,108.61003401360544,111720
20231204_0458,255.09668987987612,108.60807569057806,111718
20231204_0502,255.08484128543614,108.84710884049946,111962
20231204_0507,255.13124838182645,108.89251756555277,112009
20231204_0515,255.1225229579507,108.61557739469774,111726
20231204_0519,255.13027018803083,108.62622049992393,111737
20231204_0524,255.11260281574167,108.61853234164809,111729
20231204_0528,255.12928024857808,108.88072001928623,111997
20231204_0532,255.1322597960279,108.6682769726248,111780
20231204_0537,255.07566051766307,108.50919662775384,111617
20231204_0545,255.0937763202695,108.49870078669606,111606
20231204_0558,255.12970924464386,108.76777111395143,111881
20231204_0602,255.14605305494976,108.77054806764149,111884
20231204_0607,255.17076767694823,108.76891037959297,111883
20231204_0615,255.12710258656134,108.7729385267147,111886
20231204_0619,255.15675303049292,108.58907052946337,111698
20231204_0624,255.14262052911948,108.5862214065088,111695
20231204_0628,255.14770693111842,108.61879743663182,111728
20231204_0632,255.14822703921814,108.6246710938479,111734
20231204_0637,255.15095234685475,108.6145411907916,111724
20231204_0645,255.1552296500443,108.64671564197322,111757
20231204_0649,255.163457408733,108.64967788117394,111760
20231204_0654,255.1423291361273,108.63116492603432,111741
20231204_0658,255.13834766810163,108.62322679960262,111733
20231204_0702,255.13427786379788,108.62124209037778,111731
20231204_0707,255.14885697669217,108.65445354091173,111765
20231204_0715,255.2028613352898,108.65489504858365,111766
20231204_0719,255.2192386131883,108.68418369172421,111796
20231204_0724,255.18791429977188,108.67350717895961,111785
20231204_0728,255.18744575963353,108.66009072120676,111771
20231204_0732,255.2512836568566,108.67837015833258,111790
20231204_0737,255.17630952593998,108.64724672954061,111758
20231204_0745,255.19752247216135,108.69271499485711,111805
20231204_0749,255.20154511963946,108.7228888729926,111836
20231204_0754,255.19565256284105,108.67814652473388,111790
20231204_0758,255.19744562106467,108.69549585002862,111808
20231204_0802,255.21807026330853,108.6955405695478,111808
20231204_0807,255.16620743948042,108.67088618918967,111782
20231204_0815,255.2095431417611,108.71620956996843,111829
20231204_0819,255.13131502735172,108.76298759340699,111876
20231204_0824,255.12762040925745,108.79700652309891,111910
20231204_0828,255.1313103324991,108.76688416160171,111880
20231204_0832,255.12727597765362,108.76209162011173,111875
20231204_0837,255.13931362555215,108.72184666559365,111834
20231204_0845,255.166237505141,108.7333923430431,111846
20231204_0849,255.1235894776373,108.72554945546237,111838
20231204_0854,255.16111265099562,108.72847166960238,111841
20231204_0858,255.117943069994,108.57286378166384,111681
20231204_0902,255.11700393982807,108.57185709169055,111680
20231204_0907,255.12358292888229,108.56612103085767,111674
20231204_0915,255.16465802413947,108.73763075547609,111850
20231204_0919,255.13970108719928,108.82545850865203,111939
20231204_0924,255.1591964700418,108.84170567008468,111956
20231204_0928,255.16184496110182,108.84474673764502,111959
20231204_0932,255.1493206606698,108.83309065897255,111947
20231204_0937,255.14046487483105,108.6200807310546,111729
20231204_0945,255.13309571027852,108.82856300584231,111942
20231204_0949,255.11605763132744,108.8392271756898,111953
20231204_0954,255.109462115797,108.80704967834167,111920
20231204_0958,255.10346768142352,108.83431593239719,111948
20231204_1002,255.11380912729325,108.57876028544057,111687
20231204_1007,255.1203520489932,108.5806122357618,111689
20231204_1015,255.11008336392698,108.5707429328701,111679
20231204_1019,255.11727496091132,108.81208845208845,111925
20231204_1024,255.1129055360596,108.59573515720118,111704
20231204_1028,255.14098108757605,108.82336492848655,111937
20231204_1032,255.12993719344954,108.81781633327675,111931
20231204_1037,255.0759973136333,108.56714573539288,111675
20231204_1045,255.06131640446623,108.57511886321106,111683
20231204_1049,255.05010296355985,108.58200376040827,111690
20231204_1054,255.05620170655493,108.57897517168516,111687
20231204_1058,255.07805869397842,108.58977779369371,111698
20231204_1102,255.08311548791406,108.59170993733214,111700
20231204_1107,255.08559285560577,108.4242432393659,111528
20231204_1115,255.08158478945862,108.60393690919507,111712
20231204_1119,255.0645672392649,108.60456706023471,111713
20231204_1124,255.0650156464354,108.42320693643691,111527
20231204_1128,255.08048354600402,108.56726214461608,111675
20231204_1132,255.06869108260298,108.59460354690563,111703
20231204_1137,255.0629040055867,108.58585062760757,111694
20231204_1145,255.0523932497624,108.41849141873352,111522
20231204_1149,255.0404823505188,108.59482735468161,111703
20231204_1154,255.04333049365556,108.41149621127202,111515
20231204_1158,255.05928418640866,108.62429183857947,111733
20231204_1202,255.05216006014336,108.62421128941315,111733
20231204_1207,255.03568520424142,108.64605610487226,111755
20231204_1215,255.0490031958606,108.59870912297349,111707
20231204_1219,255.0720693298,108.58976884098193,111698
20231204_1224,255.04434671228827,108.53587775319545,111643
20231204_1228,255.0522360654563,108.53960249715621,111647
20231204_1232,255.03569605059255,108.53008411189839,111637
20231204_1237,255.04527719726255,108.38831833959692,111491
20231204_1245,255.0245789346442,108.57431434174121,111681
20231204_1249,255.0380017041123,108.39239427777031,111495
20231204_1254,255.02852222580992,108.38943601334626,111492
20231204_1258,255.03085340149784,108.39252881295126,111495
20231204_1302,255.02874109689805,108.37562568399146,111478
20231204_1307,255.0244770925268,108.38984859900262,111492
20231204_1315,255.02660423730333,108.38384191737079,111486
20231204_1319,255.0199196037614,108.34616143851841,111448
20231204_1324,255.00236033206193,108.32343728965672,111425
20231204_1328,255.01838410120678,108.35308420438741,111455
20231204_1332,255.0110638526973,108.34248591220702,111444
20231204_1337,255.00053751881316,108.51827563964738,111624
20231204_1345,255.02332385063403,108.32928897703512,111431
20231204_1349,255.01328176180775,108.32954922777324,111431
20231204_1354,254.98995019965005,108.34332630445512,111445
20231204_1358,254.98064255586468,108.32887014269048,111430
20231204_1402,254.9765233779054,108.32870860629991,111430
20231204_1407,254.98054523591594,108.33668945960983,111438
20231204_1415,254.99619305254484,108.53246206488829,111638
20231204_1419,255.003879372133,108.51059883887615,111616
20231204_1424,255.0037413196002,108.35608031724955,111458
20231204_1428,254.99014327264894,108.29540558009265,111396
20231204_1432,254.9748163976226,108.28174211272916,111382
20231204_1437,254.96959471587033,108.32685680439387,111428
20231204_1445,255.00503814467186,108.44500623044581,111549
20231204_1449,254.99270543955552,108.48428174567614,111590
20231204_1454,254.9701968941649,108.42811928415163,111532
20231204_1458,254.97725540822822,108.43881731708848,111543
20231204_1502,254.980779248774,108.23837324184016,111338
20231204_1507,254.9722110314327,108.59158094521885,111699
20231204_1515,254.96016643650125,108.4110156572269,111514
20231204_1519,254.9292626377463,108.60177783347805,111709
20231204_1524,254.94554145258599,108.61064465887324,111718
20231204_1528,254.96517893907657,108.60641459441072,111714
20231204_1532,254.9650046093673,108.62112790770526,111729
20231204_1537,254.97385509534146,108.39153676431019,111494
20231204_1545,254.9803925086108,108.38564688576349,111488
20231204_1549,255.003802451864,108.40378630937968,111507
20231204_1554,255.01050412630067,108.3771169716541,111480
20231204_1558,254.9642438190073,108.56633205877876,111673
20231204_1602,254.9931111708322,108.52332706261758,111630
20231204_1607,254.98732419600466,108.52332706261758,111630
20231204_1615,255.00790262105093,108.37982813368974,111482
20231204_1619,254.9813533618686,108.3393006164697,111441
20231204_1624,254.959945086005,108.34524931133184,111447
20231204_1628,254.97067204301075,108.49410394265233,111600
20231204_1632,254.9547425595906,108.28443686313238,111385
20231204_1637,254.93076115155705,108.29676741743494,111397
20231204_1645,254.95099482832927,108.27576856773452,111376
20231204_1649,254.9398104095226,108.29792276342484,111398
20231204_1654,254.94727393497658,108.30560292982425,111406
20231204_1658,254.9471076605484,108.31432033388683,111415
20231204_1702,254.9434644835232,108.29862027486782,111399
20231204_1707,254.9428774122866,108.25781046543999,111357
20231204_1715,254.91805649108628,108.24629754367058,111345
20231204_1719,254.94027956544045,108.00730866508853,111101
20231204_1724,254.95903391535532,108.23746137817058,111336
20231204_1728,254.93455815502605,107.9975245519439,111091
20231204_1732,254.95230893869837,107.99666936717976,111090
20231204_1737,254.94326681608294,108.00536458473974,111099
20231204_1745,254.92509572001222,108.16450360410562,111262
20231204_1749,254.95275526815186,108.0904512218155,111187
20231204_1754,254.95503273616808,108.09511475645729,111192
20231204_1758,254.90986455819314,107.95166780735565,111044
20231204_1802,254.9329323659771,108.1335598888799,111231
20231204_1807,254.93030259443717,108.14051852784121,111238
20231204_1815,254.92734103317176,107.90704337015082,110998
20231204_1819,254.8765606702099,107.9190613458247,111010
20231204_1824,254.87378588290414,107.89512190726758,110986
20231204_1828,254.8719156794739,107.9141299941444,111005
20231204_1832,254.95308494891512,107.70889743312033,110796
20231204_1837,254.83445480340495,107.92405530784129,111015
20231204_1845,254.89192573441315,107.91650976965417,111007
20231204_1849,254.92043632564088,107.92711091895008,111018
20231204_1854,254.88160383306015,107.94229695408613,111034
20231204_1858,254.87937168436505,107.9359885433273,111027
20231204_1902,254.94854245652584,107.9512711292022,111043
20231204_1907,254.93815751549215,107.93258214440121,111024
20231204_1915,254.94211242352984,107.90015406654594,110991
20231204_1919,254.95744221602664,108.09370446982642,111190
20231204_1924,254.96361085378686,108.09080198224612,111187
20231204_1928,254.95253886010363,107.8847127731471,110975
20231204_1932,254.99393634057253,108.05879230616982,111154
20231204_1937,254.98913160830605,108.0528034692482,111148
20231204_1945,254.9837860696965,108.04416991335175,111139
20231204_1949,254.98560243623356,107.90025317368075,110991
20231204_1954,254.99008964367763,107.90412180728862,110995
20231204_1958,254.96536706947282,108.04271304785985,111137
20231204_2002,254.9754105724656,108.20843066086894,111308
20231204_2007,254.9864232630954,108.05152682057833,111146
20231204_2015,254.9387843274917,108.00536458473974,111099
20231204_2019,254.93810599854154,107.98375901401731,111077
20231204_2024,254.96156508139106,108.15464751512319,111253
20231204_2028,254.9788172912735,108.171313022378,111270
20231204_2032,254.95843947754543,107.99721849654787,111091
20231204_2037,254.97905900328047,108.16628769154721,111265
20231204_2045,254.9336204416313,108.12657340142415,111224
20231204_2049,254.93444832885478,108.1730729480278,111271
20231204_2054,254.94792668566345,108.14909166089872,111247
20231204_2058,254.93631706659477,108.17167250831311,111270
20231204_2102,254.96233655358347,108.17633790159515,111275
20231204_2107,254.93924305474417,108.16495151128407,111263
20231204_2115,254.93365264734638,108.38636098628564,111489
20231204_2119,254.96423597070586,108.18599991014062,111285
20231204_2124,254.97595149036175,108.38000412618965,111483
20231204_2128,255.00712133170697,108.39221137978043,111496
20231204_2132,254.98457592768622,108.41017271373998,111514
20231204_2137,255.03538791286647,108.40245007039917,111507
20231204_2145,255.00357857162075,108.39322134227827,111497
20231204_2149,254.97428458866085,108.57574943590845,111684
20231204_2154,255.02488521414736,108.4075615180429,111512
20231204_2158,255.0337619713763,108.4113669787295,111516
20231204_2202,254.99782994673507,108.41371796481286,111518
20231204_2207,255.0592127055748,108.59005899784242,111699
20231204_2215,255.036299398298,108.41240349005085,111517
20231204_2219,255.08710316926363,108.37305453142801,111477
20231204_2224,255.04908074545307,108.34563791510018,111449
20231204_2228,255.0636048107192,108.3961309764038,111501
20231204_2232,255.1004556789437,108.37765737966667,111482
20231204_2237,255.12195296945347,108.39709601621496,111502
20231204_2245,255.13847988665506,108.4129647231837,111518
20231204_2249,255.08141943699613,108.4039135854505,111509
20231204_2254,255.0693864007318,108.40114433304038,111506
20231204_2258,255.06817509214667,108.40229761360273,111507
20231204_2302,255.05155092301897,108.37762149943488,111482
20231204_2307,255.07402756975398,108.39436228127606,111499
20231204_2315,255.02839461883408,108.39584753363229,111500
20231204_2319,255.04562495515535,108.3920230322164,111496
20231204_2324,255.0964665990904,108.37493160146754,111479
20231204_2328,255.1123359674222,108.38275314610672,111487
20231204_2332,255.12697857533607,108.40233348579012,111507
20231204_2337,255.09435641161613,108.1596634878976,111259
20231204_2345,255.1127841800816,108.40076229765481,111505
20231204_2349,255.14917395093116,108.21185306298456,111313
20231205_0002,255.11585387766837,108.20369438654495,111304
20231205_0007,255.09860091475196,108.18688615920998,111287
20231205_0015,255.1271621245204,108.19109361943015,111291
20231205_0019,255.06415558087173,108.37572098780936,111479
20231205_0024,255.07434770494604,108.16204240479593,111261
20231205_0028,255.0740061656825,108.16214127142484,111261
20231205_0032,255.05446554559916,108.1639718504804,111263
20231205_0037,255.09752328934485,108.21703782890305,111317
20231205_0045,255.0926594788859,108.19991913746631,111300
20231205_0049,255.12134500296534,108.1866811638481,111286
20231205_0054,255.06421499038618,108.19905119588852,111298
20231205_0058,255.07285393258428,108.15152359550562,111250
20231205_0102,255.06876038998968,108.18589207889653,111285
20231205_0107,255.06844938076037,108.00907258064517,111104
20231205_0115,255.03432442874984,108.19137216845927,111291
20231205_0119,255.08448413732378,108.19930996684606,111299
20231205_0124,255.09252976485092,108.02565671655222,111121
20231205_0128,255.06046532518866,108.21982572763206,111320
20231205_0132,255.0913885114157,108.02413628632367,111119
20231205_0137,255.0990516807025,108.04853163463615,111144
20231205_0145,255.09965629554983,108.04619315830199,111142
20231205_0149,255.12691588112543,108.0794506008491,111176
20231205_0154,255.1471733753092,108.07810209129751,111175
20231205_0158,255.1364257830068,108.07731124183712,111174
20231205_0202,255.14242285241448,108.0860203448369,111183
20231205_0207,255.11536731499308,108.06166897569226,111158
20231205_0215,255.12879898543815,108.08389922738597,111181
20231205_0219,255.1483273381295,108.10235611510791,111200
20231205_0224,255.12738562032857,108.34615833251084,111449
20231205_0228,255.14796395553796,108.09825893017735,111196
20231205_0232,255.14024028344815,108.10404489127893,111202
20231205_0237,255.16980843601044,108.09236442126091,111190
20231205_0245,255.10345168006893,108.32142087880528,111424
20231205_0249,255.11950103203804,108.32688683478418,111430
20231205_0254,255.151654676259,108.10194244604317,111200
20231205_0258,255.16014778723672,108.14204295178936,111241
20231205_0302,255.16306737127323,108.35297917582565,111457
20231205_0307,255.17126913208088,108.35777215553283,111462
20231205_0315,255.0977178534905,108.3698799720114,111474
20231205_0319,255.16711670090515,108.36866326374997,111473
20231205_0324,255.17011104533304,108.38126760310712,111486
20231205_0328,255.1802653652585,108.36474714943168,111469
20231205_0332,255.20866658279266,108.17770808246014,111278
20231205_0337,255.20230616445127,108.1670666055524,111267
20231205_0345,255.16652616096573,108.3972305429499,111502
20231205_0349,255.17258541834812,108.40488745404,111510
20231205_0354,255.1696231592919,108.40121607805858,111506
20231205_0358,255.16048209193465,108.4091683555428,111514
20231205_0402,255.16081036319525,108.59343974647055,111703
20231205_0407,255.17636955666083,108.67716570651591,111788
20231205_0454,255.23150313264196,108.92802955928815,112046
20231205_0458,255.15200829786474,108.72371150613398,111836
20231205_0502,255.24556049329834,108.94354018311292,112062
20231205_0515,255.2574623863545,108.74761534404306,111861
20231205_0524,255.26323553076222,108.74448854798048,111858
20231205_0645,255.1614406741754,108.67022123616715,111781
20231205_0649,255.17769645126077,108.64758674994184,111758
20231205_0654,255.1691020535994,108.64474072748423,111755
20231205_0658,255.15008457359693,108.62718705531739,111737
20231205_0702,255.1573798954679,108.6260381613804,111736
20231205_0707,255.14371509379922,108.61840362308463,111728
20231205_0715,255.18867772588177,108.65127682038617,111762
20231205_0719,255.21397004884508,108.67067148557013,111782
20231205_0724,255.20469306328388,108.67090408115797,111782
20231205_0728,255.2358040706777,108.66392305971819,111775
20231205_0732,255.21342172598278,108.66271225866481,111774
20231205_0737,255.2258260729556,108.68245165214591,111794
20231205_0745,255.1961252582714,108.68930510460551,111801
20231205_0749,255.1969122329958,108.68432680954596,111796
20231205_0754,255.19366052070455,108.51060760809189,111618
20231205_0758,255.1814433542917,108.69743043941007,111809
20231205_0802,255.18866118629967,108.68149168552593,111793
20231205_0807,255.20667179285434,108.73160831157684,111844
20231205_0815,255.20627838775437,108.73157254747684,111844
20231205_0819,255.2257265492265,108.71749977644639,111830
20231205_0824,255.18249948638243,108.83678573661692,111951
20231205_0828,255.16126495634848,108.79502095452555,111909
20231205_0832,255.16034743134924,108.79301562904912,111907
20231205_0837,255.1663115297151,108.58474940462335,111694
20231205_0845,255.17281015373615,108.76673221308545,111880
20231205_0849,255.17249052691784,108.78224422678201,111896
20231205_0854,255.13824921840109,108.83587315765966,111950
20231205_0858,255.18152284809108,108.6284970198142,111738
20231205_0902,255.19084133389404,108.65291733400142,111763
20231205_0907,255.16083653252437,108.63761890699527,111747
20231205_0915,255.20615885044325,108.78998069774092,111904
20231205_0919,255.16213416213415,108.85424537148675,111969
20231205_0924,255.20112510045539,108.8740512545763,111990
20231205_0928,255.18917881125876,108.8684544220603,111984
20231205_0932,255.168041936809,108.86300880530104,111978
20231205_0937,255.16240155722627,108.87852027787203,111994
20231205_0945,255.18154785823356,108.8714761534821,111987
20231205_0949,255.20249819198042,108.884956384318,112001
20231205_0954,255.20354977813886,108.89092645995339,112007
20231205_0958,255.19393999033835,108.6713782183178,111782
20231205_1002,255.2168646675732,108.67295856294282,111784
20231205_1007,255.20639123977884,108.66729589006782,111778
20231205_1015,255.1776271731269,108.87782272106293,111993
20231205_1019,255.21343079765444,108.92417954141787,112041
20231205_1024,255.17754735043346,108.66279870809588,111773
20231205_1028,255.16938148564896,108.86314276018504,111978
20231205_1032,255.17040483113396,108.66424513531648,111775
20231205_1037,255.18648738112492,108.66621040106641,111777
20231205_1102,260.5323703028267,467.60298987378224,41674
20231205_1132,264.5689505229757,467.2656246327418,42545
20231205_1202,264.5917410973205,467.790581139079,43105
20231205_1232,267.17543453607055,467.486541532622,43207
20231205_1302,261.6732792660724,467.3954082235831,42293
20231205_1332,266.04023841551094,467.3717704902825,43118
20231205_1402,260.7147490530303,467.4855587121212,42240
20231205_1432,258.39160888637326,467.3710438186878,42402
20231205_1502,260.1695345691026,467.59734649799447,42133
20231205_1532,261.83024720368456,467.82223423254067,42556
20231205_1602,265.306233318374,467.67503602050215,42337
20231205_1632,261.9,467.6743919885551,41940
20231205_1645,114.5514950166113,400.5049833887043,602
20231205_1715,33.5448275862069,461.82758620689657,435
20231205_1745,32.9706498951782,461.4339622641509,477
20231205_1815,31.942857142857143,461.40714285714284,560
20231205_1845,30.513863216266174,460.55637707948244,541
20231205_1915,29.632,460.5008,625
20231205_1945,431.0,414.5007776049767,643
20231205_2015,430.68689655172415,414.29241379310344,725
20231205_2045,429.8984088127295,413.65850673194615,817
20231205_2115,430.2691256830601,412.95628415300547,732
20231205_2145,429.2487623762376,412.7240099009901,808
20231205_2215,429.4484536082474,411.72680412371136,776
20231205_2245,428.0038560411311,411.0398457583548,778
20231205_2315,426.8835294117647,412.38235294117646,850
20231205_2345,426.8552311435523,413.43065693430657,822
20231206_0015,110.3133484162896,440.710407239819,884
20231206_0045,119.33121525019857,438.0135027799841,1259
20231206_0115,125.14464285714286,433.90238095238095,1680
20231206_0145,122.86609336609337,436.47297297297297,1628
20231206_0215,124.43805309734513,435.10785398230087,1808
20231206_0245,144.5849710982659,429.6450867052023,865
20231206_0315,144.44904458598725,429.911889596603,942
20231206_0345,145.03991811668374,429.7154554759468,977
20231206_0415,144.96040609137057,430.5269035532995,985
20231206_0445,143.04549431321084,429.84864391951004,1143
20231206_0515,142.73660308810173,430.0563124432334,1101
20231206_0545,140.7186067827681,430.3840513290559,1091
20231206_0615,140.4488977955912,425.15364061456245,1497
20231206_0645,142.9312,440.7616,625
20231206_0715,84.09367396593674,451.22141119221413,822
20231206_0745,126.82295719844358,410.7198443579766,1028
20231206_0815,126.65702479338843,410.2623966942149,968
20231206_0845,126.56576728499157,408.79510961214163,1186
20231206_0915,78.08431372549019,452.5352941176471,1020
20231206_0945,125.1489921121823,409.5731814198072,1141
20231206_1015,126.75191256830601,410.62295081967216,915
20231206_1045,125.43878787878788,410.17333333333335,825
20231206_1115,124.57481162540365,408.64155005382133,929
20231206_1145,123.61513513513513,408.00756756756755,925
20231206_1215,72.33136094674556,455.5285996055227,507
20231206_1245,121.38379204892966,405.9097859327217,654
20231206_1315,71.74714828897338,454.25665399239546,526
20231206_1345,115.43165467625899,407.78057553956836,556
20231206_1415,116.54741379310344,407.35991379310343,464
20231206_1445,118.359477124183,404.3562091503268,306
20231206_1515,117.63660477453581,404.0583554376658,377
20231206_1545,460.328,465.30133333333333,375
20231206_1615,459.6936936936937,466.21321321321324,333
20231206_1645,457.8948863636364,467.875,352
20231206_1715,457.5748987854251,470.17408906882594,247
20231206_1745,160.99221789883268,467.408560311284,257
20231206_1815,160.73837209302326,468.1744186046512,344
20231206_1845,505.62132352941177,416.99632352941177,272
20231206_1915,160.94910941475828,467.6005089058524,393
20231206_1945,159.96749521988528,470.96175908221795,523
20231206_2015,177.6083467094703,382.2680577849117,623
20231206_2045,159.8762886597938,470.180412371134,582
20231206_2115,159.81802120141342,469.79681978798584,566
20231206_2145,192.71614100185528,431.52504638218926,539
20231206_2215,193.11419249592169,429.9168026101142,613
20231206_2245,158.78929765886286,462.40802675585286,897
20231206_2315,158.13429522752497,462.69700332963373,901
20231206_2345,190.24744897959184,373.1887755102041,784
